	car		
t	x	y	
0.000	232.0	-157.0
0.008	241.5	-149.5
0.017	252.2	-143.4
0.025	263.8	-137.7
0.033	272.5	-133.0
0.042	272.5	-133.0
0.050	295.9	-122.3
0.058	300.3	-119.9
0.067	315.0	-113.5
0.075	320.2	-111.6
0.083	336.6	-105.4
0.092	342.5	-103.6
0.100	358.0	-98.53
0.108	364.0	-96.69
0.117	379.9	-92.55
0.125	384.8	-91.30
0.133	401.5	-87.65
0.142	407.0	-86.62
0.150	425.7	-83.31
0.158	431.5	-82.50
0.167	446.9	-81.07
0.175	452.5	-80.81
0.183	468.5	-81.00
0.192	473.9	-80.96
0.200	490.6	-80.49
0.208	496.4	-80.29
0.217	513.0	-80.60
0.225	518.7	-81.00
0.233	535.0	-82.33
0.242	540.3	-82.85
0.250	552.0	-87.00
0.258	562.4	-88.95
0.267	562.3	-88.96
0.275	583.2	-93.09
0.283	593.0	-95.71
0.292	602.9	-98.79
0.300	613.5	-104.0
0.308	613.5	-104.0
0.317	633.1	-111.0
0.325	633.2	-111.0
0.333	653.0	-119.1
0.342	653.1	-119.1
0.350	674.0	-130.5
0.358	674.0	-130.5
0.367	693.5	-141.5
0.375	693.4	-141.4
0.383	713.0	-152.5
0.392	713.0	-152.5
0.400	731.0	-162.0
0.408	731.0	-162.0
0.417	750.2	-175.0
0.425	750.0	-174.9
0.433	768.8	-188.8
0.442	768.8	-188.8
0.450	787.0	-204.5
0.458	787.0	-204.5
0.467	806.0	-220.5
0.475	806.0	-220.5
0.483	822.5	-237.0
0.492	822.5	-236.9
0.500	840.0	-254.0
0.508	839.9	-254.0
0.517	858.5	-273.0
0.525	866.6	-282.3
0.533	875.1	-292.4
0.542	883.5	-302.4
0.550	892.1	-312.7
0.558	896.2	-318.1
0.567	908.9	-333.9
0.575	912.9	-339.1
0.583	924.9	-355.2
0.592	929.2	-361.1
0.600	940.0	-376.5
0.608	943.5	-382.0
0.617	954.5	-399.4
0.625	960.5	-405.0
0.633	971.8	-422.7
0.642	975.5	-428.8
0.650	986.5	-447.0
0.658	990.4	-453.6
0.667	1.001E3	-472.3
0.675	1.006E3	-478.6
0.683	1.016E3	-498.0
0.692	1.020E3	-504.7
0.700	1.030E3	-524.1
0.708	1.034E3	-531.0
0.717	1.044E3	-550.9
0.725	1.048E3	-557.9
0.733	1.048E3	-558.0
0.742	1.064E3	-590.5
0.750	1.068E3	-598.9
0.758	1.078E3	-620.5
0.767	1.078E3	-619.9
0.775	1.094E3	-641.5
